50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Estruturas de Dados;CC+ES;68;0001
42;1;T1;Redes de Computadores;CC+ES;68;0010
43;1;T1;Computação em Nuvem;CC+ES;68;1000
44;1;T1;Bioinformática;CC+ES;68;0010
45;2;T1;Segurança de Sistemas;SI;102;0100
46;1;T1;Sistemas Distribuídos;SI;102;0100
47;2;T2;Bioinformática;CC+ES;68;0010
48;2;T1;Inteligência Artificial;CC+SI;68;0100
49;1;T1;Interação Humano-Computador;CC+ES;68;0010
50;2;T2;Computação em Nuvem;CC+ES;68;1000

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;9;0011;
2;9;
6;1;
7;2;
9;5;
10;3;
25;8;
26;9;
31;4;
39;3;
Maria Oliveira;50;230;220;7;0101;
1;7;
4;7;
5;7;
15;6;
20;7;
36;6;
46;1;
Carlos Ferreira;50;210;200;9;1100;
13;9;
15;1;
29;9;
33;10;
37;7;
44;7;
46;9;
49;5;
50;7;
Laura Mendes;80;250;240;6;1001;
9;2;
17;5;
22;8;
30;2;
33;1;
34;5;
André Santos;50;220;210;5;0010;
16;9;
21;4;
26;6;
43;6;
50;5;
Ana Rodrigues;50;270;260;11;0111;
2;9;
3;1;
6;7;
16;1;
17;9;
18;2;
23;3;
35;4;
43;9;
44;2;
47;7;
Pedro Almeida;50;290;280;10;1011;
2;7;
5;8;
9;7;
15;6;
19;9;
21;10;
31;7;
37;2;
40;7;
45;8;
Fernanda Pereira;50;240;230;8;0101;
1;6;
12;5;
16;3;
18;8;
20;7;
24;5;
25;6;
26;3;
Ricardo Gomes;50;310;300;4;1010;
20;4;
21;8;
38;7;
39;2;
Carla Lima;50;450;440;8;0100;
12;7;
15;6;
20;2;
29;10;
33;5;
37;9;
43;8;
48;9;
