50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Algoritmos e Programação I;CC;102;0001
42;2;T1;Redes Avançadas;CC+ES;68;0001
43;2;T1;Engenharia de Software;CC+ES;102;1000
44;1;T1;Computação Gráfica;CC+EC;68;0100
45;2;T1;Banco de Dados;SI+ES;68;0001
46;2;T1;Compiladores;CC;68;0100
47;1;T2;Compiladores;CC;68;0100
48;2;T2;Algoritmos e Programação I;CC;102;0001
49;1;T1;Interação Humano-Computador;CC+ES;68;0010
50;2;T2;Redes Avançadas;CC+ES;68;0001

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;17;0011;
1;5;
4;6;
5;4;
6;1;
21;4;
22;1;
25;9;
27;4;
28;10;
29;2;
31;8;
32;10;
37;1;
39;2;
42;6;
49;9;
50;5;
Maria Oliveira;50;230;220;14;0101;
8;6;
11;7;
12;2;
13;5;
16;7;
18;10;
19;7;
32;9;
35;4;
36;1;
42;9;
45;2;
46;5;
50;3;
Carlos Ferreira;50;210;200;12;1100;
10;4;
13;2;
16;5;
18;8;
20;4;
21;8;
30;6;
38;3;
39;3;
44;8;
46;9;
49;2;
Laura Mendes;80;250;240;18;1001;
1;10;
2;8;
5;1;
8;5;
9;8;
11;7;
13;7;
14;5;
17;7;
20;6;
25;9;
27;9;
33;5;
37;8;
40;6;
46;5;
47;5;
49;5;
André Santos;50;220;210;9;0010;
10;2;
27;2;
29;4;
30;2;
36;10;
37;8;
38;1;
43;6;
49;4;
Ana Rodrigues;50;270;260;18;0111;
1;9;
3;8;
4;10;
6;6;
7;7;
8;3;
18;4;
21;6;
25;7;
27;5;
28;2;
31;5;
34;2;
35;10;
39;2;
41;3;
46;10;
47;8;
Pedro Almeida;50;290;280;19;1011;
6;8;
7;8;
8;3;
9;4;
13;2;
17;4;
21;2;
24;3;
26;9;
28;7;
29;7;
31;4;
35;4;
36;10;
38;9;
39;8;
42;1;
44;8;
46;7;
Fernanda Pereira;50;240;230;14;0101;
3;1;
6;4;
11;4;
15;8;
25;10;
29;7;
30;5;
32;10;
35;2;
36;9;
41;2;
43;5;
48;9;
50;7;
Ricardo Gomes;50;310;300;15;1010;
14;8;
15;10;
17;8;
20;5;
22;3;
23;6;
28;8;
33;2;
34;4;
36;5;
38;4;
39;5;
40;9;
47;9;
49;2;
Carla Lima;50;450;440;9;0100;
11;5;
15;8;
17;10;
19;5;
20;10;
30;6;
37;3;
43;8;
46;7;
