50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;2;T1;Compiladores;CC;68;0100
42;1;T1;Redes Avançadas;CC+ES;68;0001
43;1;T1;Redes de Computadores;CC+ES;68;0010
44;2;T2;Redes de Computadores;CC+ES;68;0010
45;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
46;1;T1;Sistemas Operacionais;CC+EC;68;0100
47;1;T1;Estruturas de Dados;CC+ES;68;0001
48;1;T2;Estruturas de Dados;CC+ES;68;0001
49;1;T1;Introdução à Computação;CC;68;0001
50;1;T3;Redes de Computadores;CC+ES;68;0010

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;17;0011;
1;6;
4;4;
5;1;
6;4;
21;1;
22;9;
25;4;
27;10;
28;2;
29;8;
31;10;
32;1;
37;2;
39;6;
43;9;
48;5;
49;8;
Maria Oliveira;90;230;220;15;0101;
7;10;
8;6;
11;7;
12;2;
15;5;
17;7;
18;10;
30;7;
31;9;
34;4;
35;1;
41;9;
42;2;
46;5;
47;3;
Carlos Ferreira;95;210;200;18;1100;
10;2;
13;5;
16;8;
18;4;
19;8;
20;6;
21;3;
22;3;
30;8;
33;9;
35;2;
38;10;
39;3;
43;7;
44;2;
45;10;
46;10;
50;6;
Laura Mendes;160;250;240;24;1001;
1;5;
2;7;
4;6;
5;9;
6;9;
7;5;
8;8;
10;6;
13;5;
15;5;
18;5;
20;4;
26;7;
27;8;
29;9;
30;4;
33;8;
34;3;
39;9;
40;3;
42;3;
45;5;
46;3;
50;6;
André Santos;110;220;210;12;0010;
9;10;
10;1;
15;2;
22;8;
25;3;
27;6;
30;2;
36;5;
39;3;
43;8;
44;4;
50;2;
Ana Rodrigues;100;270;260;26;0111;
1;5;
3;10;
7;9;
9;4;
10;4;
13;7;
15;7;
16;5;
17;7;
20;7;
21;10;
23;8;
25;8;
27;8;
28;7;
29;7;
30;6;
31;4;
33;1;
36;9;
37;1;
40;8;
41;5;
43;3;
44;2;
47;9;
Pedro Almeida;115;290;280;24;1011;
2;8;
3;10;
5;10;
7;7;
9;3;
10;9;
12;6;
13;5;
16;2;
18;8;
20;10;
24;6;
27;2;
28;1;
29;2;
34;1;
35;6;
39;7;
40;2;
41;4;
43;4;
46;2;
49;3;
50;2;
Fernanda Pereira;95;240;230;18;0101;
2;10;
4;3;
11;3;
12;6;
13;8;
16;1;
17;5;
18;4;
24;7;
25;6;
30;8;
36;5;
37;9;
38;4;
41;5;
46;5;
48;7;
49;5;
Ricardo Gomes;60;310;300;20;1010;
9;6;
10;8;
11;9;
12;5;
13;9;
15;4;
16;10;
17;5;
22;8;
23;10;
24;5;
25;10;
26;6;
30;3;
34;8;
36;7;
37;9;
39;3;
41;5;
44;2;
Carla Lima;90;450;440;13;0100;
13;9;
14;7;
18;9;
24;1;
26;3;
29;1;
34;10;
35;8;
36;2;
38;9;
41;5;
45;4;
46;10;
