50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;2;T1;Bioinformática;CC+ES;68;0010
42;2;T1;Empreendedorismo em TI;CC+EC;68;1000
43;2;T1;Desenvolvimento Web;CC+EC;68;1000
44;2;T1;Computação em Nuvem;CC+ES;68;1000
45;1;T1;Interação Humano-Computador;CC+ES;68;0010
46;2;T1;Algoritmos e Programação I;CC;102;0001
47;1;T1;Redes Avançadas;CC+ES;68;0001
48;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
49;2;T2;Bioinformática;CC+ES;68;0010
50;1;T2;Empreendedorismo em TI;CC+EC;68;1000

nome;CHmin1;CHmax1;CHmin2;CHmax2;preferencias;areas
Antonio Silva;80;260;70;250;5;0011;
8;3;
22;10;
42;6;
43;4;
47;6;
Maria Oliveira;50;230;40;220;7;0101;
1;3;
12;7;
16;8;
25;2;
26;10;
34;5;
38;2;
Carlos Ferreira;50;210;45;200;6;1100;
10;10;
12;6;
20;10;
26;10;
41;2;
45;10;
Laura Mendes;80;250;75;240;7;1001;
3;8;
9;2;
15;6;
24;3;
31;3;
34;4;
42;4;
André Santos;50;220;60;210;5;0010;
10;7;
15;1;
21;5;
25;3;
49;6;
Ana Rodrigues;50;270;55;260;7;0101;
4;2;
7;10;
11;4;
20;9;
37;8;
38;2;
47;3;
Pedro Almeida;50;290;65;280;8;0011;
5;5;
15;7;
29;5;
30;7;
41;6;
45;10;
46;10;
48;5;
Fernanda Pereira;50;240;45;230;5;0101;
15;8;
32;9;
37;7;
43;10;
47;6;
Ricardo Gomes;50;310;60;300;6;1010;
11;1;
23;10;
36;1;
45;4;
48;4;
50;9;
Carla Lima;50;450;40;440;4;0100;
12;2;
14;3;
33;5;
50;2;
