100;20;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Interação Humano-Computador;CC+ES;68;0010
42;1;T1;Banco de Dados;SI+ES;68;0001
43;1;T1;Bioinformática;CC+ES;68;0010
44;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
45;1;T2;Inteligência Artificial Avançada;CC+ES;102;1000
46;1;T1;Computação Gráfica;CC+EC;68;0100
47;1;T1;Teoria da Computação;CC+ES;68;0010
48;1;T1;Compiladores;CC;68;0100
49;1;T1;Sistemas Distribuídos;SI;102;0100
50;1;T1;Estruturas de Dados;CC+ES;68;0001
51;1;T2;Bioinformática;CC+ES;68;0010
52;1;T2;Interação Humano-Computador;CC+ES;68;0010
53;1;T1;Empreendedorismo em TI;CC+EC;68;1000
54;1;T2;Computação Gráfica;CC+EC;68;0100
55;1;T2;Banco de Dados;SI+ES;68;0001
56;1;T2;Teoria da Computação;CC+ES;68;0010
57;1;T2;Compiladores;CC;68;0100
58;1;T1;Redes Avançadas;CC+ES;68;0001
59;1;T1;Algoritmos e Programação I;CC;102;0001
60;1;T3;Inteligência Artificial Avançada;CC+ES;102;1000
61;2;T1;Desenvolvimento Web;CC+EC;68;1000
62;2;T1;Sistemas Operacionais;CC+EC;68;0100
63;2;T1;Segurança de Sistemas;SI;102;0100
64;2;T2;Estruturas de Dados;CC+ES;68;0001
65;2;T1;Redes de Computadores;CC+ES;68;0010
66;2;T4;Inteligência Artificial Avançada;CC+ES;102;1000
67;2;T3;Computação Gráfica;CC+EC;68;0100
68;2;T1;Computação em Nuvem;CC+ES;68;1000
69;2;T3;Compiladores;CC;68;0100
70;2;T2;Empreendedorismo em TI;CC+EC;68;1000
71;2;T3;Estruturas de Dados;CC+ES;68;0001
72;2;T3;Empreendedorismo em TI;CC+EC;68;1000
73;2;T2;Redes de Computadores;CC+ES;68;0010
74;2;T2;Desenvolvimento Web;CC+EC;68;1000
75;2;T4;Computação Gráfica;CC+EC;68;0100
76;2;T4;Empreendedorismo em TI;CC+EC;68;1000
77;2;T2;Segurança de Sistemas;SI;102;0100
78;2;T4;Estruturas de Dados;CC+ES;68;0001
79;2;T5;Estruturas de Dados;CC+ES;68;0001
80;2;T3;Teoria da Computação;CC+ES;68;0010
81;1;T2;Redes Avançadas;CC+ES;68;0001
82;1;T3;Bioinformática;CC+ES;68;0010
83;2;T2;Computação em Nuvem;CC+ES;68;1000
84;1;T1;Inteligência Artificial;CC+SI;68;0100
85;1;T6;Estruturas de Dados;CC+ES;68;0001
86;1;T2;Algoritmos e Programação I;CC;102;0001
87;1;T4;Compiladores;CC;68;0100
88;1;T7;Estruturas de Dados;CC+ES;68;0001
89;1;T5;Inteligência Artificial Avançada;CC+ES;102;1000
90;2;T5;Compiladores;CC;68;0100
91;1;T5;Empreendedorismo em TI;CC+EC;68;1000
92;1;T3;Redes Avançadas;CC+ES;68;0001
93;1;T2;Sistemas Operacionais;CC+EC;68;0100
94;2;T3;Computação em Nuvem;CC+ES;68;1000
95;2;T6;Inteligência Artificial Avançada;CC+ES;102;1000
96;2;T6;Empreendedorismo em TI;CC+EC;68;1000
97;2;T1;Introdução à Computação;CC;68;0001
98;1;T3;Algoritmos e Programação I;CC;102;0001
99;1;T3;Desenvolvimento Web;CC+EC;68;1000
100;1;T3;Interação Humano-Computador;CC+ES;68;0010

nome;CHmin1;CHmax1;CHmin2;CHmax2;preferencias;areas
Antonio Silva;80;260;70;250;30;0011;
1;2;
2;4;
3;9;
4;10;
16;2;
22;9;
26;1;
27;4;
28;5;
32;2;
36;9;
37;2;
38;10;
43;8;
45;7;
50;8;
52;7;
60;2;
61;1;
64;4;
68;9;
71;5;
80;2;
81;7;
85;8;
89;1;
91;4;
94;9;
96;3;
99;2;
Maria Oliveira;50;230;40;220;41;0101;
1;6;
2;8;
3;8;
6;5;
12;8;
13;7;
14;1;
19;3;
23;7;
24;1;
26;7;
32;7;
33;8;
34;4;
37;5;
38;5;
42;1;
44;6;
46;3;
49;7;
53;1;
54;9;
55;6;
59;5;
63;5;
64;3;
67;3;
70;5;
74;3;
81;4;
83;1;
85;8;
86;3;
87;8;
88;5;
92;1;
93;6;
95;7;
96;5;
97;3;
98;7;
Carlos Ferreira;50;210;45;200;36;1100;
11;8;
12;3;
15;10;
17;4;
18;5;
20;1;
24;10;
26;1;
27;6;
28;10;
30;2;
33;8;
35;1;
36;4;
39;10;
41;7;
43;8;
44;6;
46;9;
47;7;
54;8;
60;2;
61;8;
66;1;
67;4;
69;8;
72;7;
75;8;
76;1;
83;9;
84;2;
90;8;
91;2;
93;1;
94;4;
96;8;
Laura Mendes;80;250;75;240;45;1001;
4;3;
5;7;
6;10;
9;7;
10;9;
13;3;
14;3;
15;2;
17;10;
18;4;
20;3;
22;1;
26;2;
28;4;
30;10;
31;7;
33;10;
37;10;
40;10;
42;1;
43;5;
45;1;
46;9;
50;3;
55;1;
56;3;
57;8;
58;10;
59;3;
60;2;
68;3;
69;7;
70;10;
76;5;
78;3;
82;9;
83;9;
84;7;
85;2;
87;8;
88;2;
91;6;
97;9;
98;3;
100;9;
André Santos;50;220;60;210;22;0010;
9;7;
25;1;
26;2;
27;7;
36;6;
37;4;
40;8;
41;6;
43;8;
45;4;
47;8;
52;6;
56;2;
65;5;
66;5;
73;9;
82;10;
89;10;
91;6;
94;4;
95;7;
96;10;
Ana Rodrigues;50;270;55;260;57;0111;
1;4;
2;4;
3;2;
4;5;
6;3;
7;7;
8;10;
9;3;
10;4;
11;9;
13;5;
14;7;
16;10;
18;4;
19;7;
21;4;
22;7;
23;1;
24;8;
25;7;
26;7;
27;5;
28;2;
29;6;
30;7;
36;6;
38;8;
39;2;
41;10;
44;3;
50;4;
51;3;
52;7;
53;5;
54;10;
55;1;
58;4;
62;9;
63;3;
64;9;
66;9;
67;9;
69;7;
71;9;
73;2;
74;4;
75;2;
76;1;
78;6;
84;1;
85;7;
86;2;
88;6;
89;9;
95;7;
97;4;
99;6;
Pedro Almeida;50;290;65;280;51;1011;
3;6;
4;9;
5;2;
9;1;
10;10;
11;8;
13;9;
15;5;
16;2;
19;4;
23;1;
28;6;
31;1;
33;8;
36;7;
37;6;
38;10;
42;7;
43;10;
44;1;
46;7;
48;7;
49;5;
51;8;
52;9;
54;4;
55;1;
56;3;
61;6;
62;7;
63;4;
69;3;
71;5;
72;6;
75;3;
77;6;
78;5;
80;1;
83;10;
85;8;
86;5;
89;10;
90;4;
91;5;
93;9;
95;2;
96;2;
97;1;
98;8;
99;2;
100;3;
Fernanda Pereira;50;240;45;230;47;0101;
1;3;
2;9;
4;2;
5;10;
7;6;
11;1;
13;1;
14;4;
16;5;
17;4;
23;2;
24;4;
26;7;
29;3;
31;5;
32;9;
34;3;
42;3;
44;7;
45;3;
48;2;
50;2;
54;1;
57;5;
58;9;
60;7;
63;2;
67;8;
68;3;
69;9;
71;4;
72;7;
75;7;
76;5;
77;7;
78;5;
79;7;
81;7;
83;8;
84;2;
85;2;
87;2;
88;5;
89;10;
97;4;
98;9;
99;8;
Ricardo Gomes;50;310;60;300;28;1010;
9;8;
10;1;
14;9;
16;8;
17;6;
19;9;
22;3;
25;5;
33;1;
34;3;
35;2;
38;3;
41;9;
46;3;
52;5;
57;2;
60;10;
65;2;
66;9;
67;2;
68;1;
73;5;
75;10;
77;5;
89;2;
93;4;
94;7;
99;4;
Carla Lima;50;450;40;440;28;0100;
11;10;
12;2;
15;8;
16;6;
18;7;
19;6;
20;7;
26;4;
30;5;
36;4;
38;4;
44;5;
45;5;
46;5;
54;2;
57;1;
61;8;
66;3;
67;1;
68;9;
70;9;
74;1;
76;8;
83;4;
87;4;
91;5;
95;5;
96;5;
João Silva;80;260;70;250;44;0011;
2;10;
3;4;
4;7;
6;10;
7;9;
8;10;
10;8;
16;10;
25;6;
29;4;
30;10;
31;5;
35;10;
37;9;
39;7;
40;7;
41;3;
42;7;
45;5;
50;7;
51;2;
52;7;
53;4;
55;3;
59;9;
61;2;
64;10;
65;7;
71;5;
72;4;
73;6;
76;6;
78;9;
79;2;
80;5;
81;9;
82;4;
83;4;
85;9;
88;9;
92;10;
97;10;
99;6;
100;9;
Mariana Oliveira;50;230;40;220;42;0101;
1;5;
2;3;
6;10;
11;7;
16;9;
17;3;
24;8;
25;4;
29;2;
31;6;
32;5;
33;10;
34;3;
37;5;
42;2;
45;2;
48;5;
53;4;
55;7;
59;5;
60;6;
61;10;
62;2;
63;9;
64;1;
66;10;
67;6;
68;10;
71;4;
74;5;
76;9;
84;8;
87;7;
88;1;
89;6;
90;8;
91;3;
92;3;
93;3;
94;6;
96;8;
97;10;
Carlos Souza;50;210;45;200;40;1100;
9;8;
10;1;
11;5;
12;4;
14;7;
15;4;
17;6;
18;9;
19;1;
21;6;
28;4;
34;7;
36;3;
37;9;
39;2;
40;8;
41;7;
44;6;
45;6;
46;6;
48;2;
49;7;
54;2;
61;2;
66;5;
69;10;
70;10;
75;6;
76;9;
77;7;
80;4;
82;9;
84;8;
89;10;
90;2;
93;6;
94;3;
96;9;
99;4;
100;6;
Luiza Mendes;80;250;75;240;51;1001;
2;3;
7;4;
10;5;
11;6;
13;4;
18;7;
19;8;
20;2;
23;5;
24;9;
27;5;
28;3;
35;6;
37;3;
39;4;
44;4;
45;8;
46;7;
48;3;
49;6;
50;2;
51;8;
52;7;
53;1;
54;6;
55;3;
56;7;
58;3;
59;9;
63;3;
65;7;
69;3;
70;6;
72;1;
74;8;
75;9;
77;10;
78;8;
79;1;
81;6;
82;6;
84;7;
87;9;
89;2;
91;9;
92;2;
93;5;
97;7;
98;10;
99;10;
100;2;
André Lima;50;220;60;210;25;0010;
9;10;
10;10;
15;3;
16;1;
21;3;
26;2;
27;2;
28;2;
29;9;
30;7;
35;5;
39;4;
51;3;
52;7;
56;2;
65;1;
70;9;
72;9;
82;5;
83;4;
89;10;
91;1;
96;8;
99;3;
100;3;
Antonia Silva;80;260;70;250;38;0011;
1;1;
4;8;
5;9;
6;9;
8;9;
9;6;
15;7;
26;7;
27;1;
28;4;
30;1;
35;2;
37;10;
39;5;
40;1;
42;6;
44;1;
45;9;
47;4;
53;3;
58;1;
64;4;
65;2;
66;4;
73;5;
78;9;
79;8;
80;5;
81;6;
82;7;
83;9;
86;6;
88;6;
89;7;
92;6;
95;5;
97;4;
100;4;
Mario Oliveira;50;230;40;220;38;0101;
2;8;
3;7;
4;2;
5;3;
12;1;
14;2;
18;1;
19;4;
24;7;
26;7;
31;2;
32;3;
33;7;
35;5;
42;6;
44;4;
48;5;
49;7;
53;7;
57;5;
58;9;
59;8;
61;5;
67;1;
68;9;
71;9;
74;4;
75;10;
77;1;
78;8;
79;6;
83;10;
85;4;
88;10;
92;2;
94;6;
95;1;
98;3;
Carla Ferreira;50;210;45;200;37;1100;
10;7;
11;3;
12;4;
14;7;
16;8;
17;9;
18;2;
