50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Banco de Dados;SI+ES;68;0001
42;2;T1;Introdução à Computação;CC;68;0001
43;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
44;1;T1;Empreendedorismo em TI;CC+EC;68;1000
45;2;T1;Compiladores;CC;68;0100
46;2;T1;Bioinformática;CC+ES;68;0010
47;1;T1;Desenvolvimento Web;CC+EC;68;1000
48;1;T1;Engenharia de Software;CC+ES;102;1000
49;1;T2;Empreendedorismo em TI;CC+EC;68;1000
50;1;T1;Redes Avançadas;CC+ES;68;0001

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;12;0011;
4;4;
5;1;
25;4;
27;1;
28;9;
29;4;
31;10;
32;2;
37;8;
42;10;
47;1;
48;2;
Maria Oliveira;90;230;220;11;0101;
1;5;
2;4;
13;10;
14;6;
16;7;
19;2;
23;5;
24;7;
35;10;
41;7;
50;9;
Carlos Ferreira;95;210;200;7;1100;
10;9;
13;7;
16;3;
22;6;
24;4;
26;2;
38;5;
Laura Mendes;80;250;75;240;10;1001;
6;8;
9;9;
10;3;
14;3;
17;4;
18;1;
20;5;
23;10;
26;2;
46;10;
André Santos;50;220;60;210;3;0010;
9;9;
25;3;
29;3;
Ana Rodrigues;50;270;55;260;13;0111;
1;6;
2;8;
4;8;
9;2;
10;9;
17;7;
20;1;
26;1;
37;10;
40;10;
46;3;
47;7;
50;1;
Pedro Almeida;50;290;65;280;10;1011;
10;2;
15;6;
17;3;
18;3;
30;5;
31;8;
32;4;
41;4;
45;3;
48;9;
Fernanda Pereira;50;240;45;230;9;0101;
6;10;
8;10;
12;7;
19;3;
23;9;
30;6;
36;5;
37;2;
44;8;
Ricardo Gomes;50;310;60;300;9;1010;
14;7;
15;3;
17;10;
20;10;
26;9;
33;2;
34;4;
38;2;
47;8;
Carla Lima;50;450;40;440;7;0100;
17;10;
24;8;
30;5;
36;3;
37;6;
38;8;
47;2;
