50;10;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Banco de Dados;SI+ES;68;0001
42;2;T1;Segurança de Sistemas;SI;102;0100
43;1;T1;Sistemas Operacionais;CC+EC;68;0100
44;2;T1;Bioinformática;CC+ES;68;0010
45;2;T1;Redes Avançadas;CC+ES;68;0001
46;2;T2;Banco de Dados;SI+ES;68;0001
47;1;T2;Sistemas Operacionais;CC+EC;68;0100
48;1;T1;Sistemas Distribuídos;SI;102;0100
49;2;T3;Banco de Dados;SI+ES;68;0001
50;2;T1;Estruturas de Dados;CC+ES;68;0001

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;9;0011;
2;7;
3;1;
5;7;
15;9;
26;7;
28;10;
36;1;
41;2;
49;2;
Maria Oliveira;90;230;220;16;0101;
1;5;
5;6;
6;4;
7;5;
11;4;
13;8;
14;9;
15;7;
19;5;
29;5;
31;7;
32;1;
34;10;
36;6;
38;5;
49;4;
Carlos Ferreira;95;210;200;15;1100;
10;9;
19;7;
20;6;
28;5;
29;10;
34;1;
36;6;
37;6;
38;9;
40;2;
42;5;
43;10;
44;10;
47;10;
48;7;
Laura Mendes;155;250;240;25;1001;
1;2;
2;9;
6;7;
7;2;
11;3;
13;9;
14;1;
15;3;
16;3;
17;1;
18;1;
19;2;
23;9;
25;3;
31;3;
33;1;
34;9;
35;8;
37;1;
40;5;
43;5;
45;9;
46;2;
48;3;
49;6;
André Santos;110;220;210;8;0010;
9;4;
29;10;
35;6;
36;4;
37;7;
38;6;
39;8;
40;1;
Ana Rodrigues;105;270;260;15;0101;
1;2;
3;4;
5;8;
11;7;
15;4;
16;5;
19;5;
23;2;
24;3;
26;9;
30;2;
32;6;
33;5;
42;4;
49;10;
Pedro Almeida;115;290;280;13;0011;
1;9;
3;6;
8;2;
15;7;
22;8;
25;4;
26;9;
32;2;
36;10;
38;1;
40;4;
41;8;
46;7;
Fernanda Pereira;95;240;230;15;0101;
2;6;
3;4;
7;2;
8;9;
11;8;
12;1;
13;1;
15;3;
20;3;
23;3;
24;9;
30;9;
38;9;
42;8;
50;5;
Ricardo Gomes;110;310;300;17;1010;
11;6;
14;7;
16;6;
17;10;
18;9;
19;10;
21;1;
24;6;
25;7;
28;3;
34;7;
35;3;
36;10;
37;3;
42;3;
47;6;
48;9;
Carla Lima;90;450;440;15;0100;
11;2;
12;5;
13;9;
15;9;
16;3;
17;3;
18;2;
24;10;
25;3;
26;5;
29;6;
33;5;
38;10;
42;7;
47;7;
