100;20;4;
codigo;semestre;numero;nome;curso;CH;area
1;1;T1;Introdução à Computação;CC;68;0001
2;2;T1;Introdução à Computação;CC;68;0001
3;1;T1;Estruturas de Dados;CC+ES;68;0001
4;2;T1;Estruturas de Dados;CC+ES;68;0001
5;1;T1;Algoritmos e Programação I;CC;102;0001
6;2;T1;Algoritmos e Programação I;CC;102;0001
7;1;T1;Banco de Dados;SI+ES;68;0001
8;2;T1;Banco de Dados;SI+ES;68;0001
9;1;T1;Redes de Computadores;CC+ES;68;0010
10;2;T1;Redes de Computadores;CC+ES;68;0010
11;2;T1;Sistemas Operacionais;CC+EC;68;0100
12;1;T1;Sistemas Operacionais;CC+EC;68;0100
13;2;T1;Inteligência Artificial;CC+SI;68;0100
14;1;T1;Inteligência Artificial;CC+SI;68;0100
15;2;T1;Engenharia de Software;CC+ES;102;1000
16;1;T1;Engenharia de Software;CC+ES;102;1000
17;2;T1;Computação Gráfica;CC+EC;68;0100
18;1;T1;Computação Gráfica;CC+EC;68;0100
19;2;T1;Compiladores;CC;68;0100
20;1;T1;Compiladores;CC;68;0100
21;1;T1;Teoria da Computação;CC+ES;68;0010
22;2;T1;Teoria da Computação;CC+ES;68;0010
23;1;T1;Sistemas Distribuídos;SI;102;0100
24;2;T1;Sistemas Distribuídos;SI;102;0100
25;1;T1;Desenvolvimento Web;CC+EC;68;1000
26;2;T1;Desenvolvimento Web;CC+EC;68;1000
27;2;T1;Interação Humano-Computador;CC+ES;68;0010
28;1;T1;Interação Humano-Computador;CC+ES;68;0010
29;2;T1;Inteligência Artificial Avançada;CC+ES;102;1000
30;1;T1;Inteligência Artificial Avançada;CC+ES;102;1000
31;1;T1;Redes Avançadas;CC+ES;68;0001
32;2;T1;Redes Avançadas;CC+ES;68;0001
33;1;T1;Segurança de Sistemas;SI;102;0100
34;2;T1;Segurança de Sistemas;SI;102;0100
35;1;T1;Computação em Nuvem;CC+ES;68;1000
36;2;T1;Computação em Nuvem;CC+ES;68;1000
37;1;T1;Empreendedorismo em TI;CC+EC;68;1000
38;2;T1;Empreendedorismo em TI;CC+EC;68;1000
39;1;T1;Bioinformática;CC+ES;68;0010
40;2;T1;Bioinformática;CC+ES;68;0010
41;1;T1;Interação Humano-Computador;CC+ES;68;0010
42;1;T1;Sistemas Distribuídos;SI;102;0100
43;1;T1;Compiladores;CC;68;0100
44;1;T1;Inteligência Artificial;CC+SI;68;0100
45;1;T1;Introdução à Computação;CC;68;0001
46;1;T1;Segurança de Sistemas;SI;102;0100
47;1;T1;Engenharia de Software;CC+ES;102;1000
48;1;T1;Redes de Computadores;CC+ES;68;0010
49;1;T1;Banco de Dados;SI+ES;68;0001
50;1;T1;Computação Gráfica;CC+EC;68;0100
51;2;T2;Engenharia de Software;CC+ES;102;1000
52;2;T1;Computação em Nuvem;CC+ES;68;1000
53;2;T2;Compiladores;CC;68;0100
54;2;T3;Compiladores;CC;68;0100
55;2;T1;Algoritmos e Programação I;CC;102;0001
56;2;T1;Teoria da Computação;CC+ES;68;0010
57;2;T2;Introdução à Computação;CC;68;0001
58;2;T2;Interação Humano-Computador;CC+ES;68;0010
59;2;T2;Computação em Nuvem;CC+ES;68;1000
60;2;T1;Empreendedorismo em TI;CC+EC;68;1000
61;2;T2;Redes de Computadores;CC+ES;68;0010
62;2;T2;Teoria da Computação;CC+ES;68;0010
63;2;T3;Introdução à Computação;CC;68;0001
64;2;T2;Segurança de Sistemas;SI;102;0100
65;1;T2;Sistemas Distribuídos;SI;102;0100
66;2;T2;Computação Gráfica;CC+EC;68;0100
67;1;T1;Redes Avançadas;CC+ES;68;0001
68;1;T2;Redes Avançadas;CC+ES;68;0001
69;2;T3;Interação Humano-Computador;CC+ES;68;0010
70;2;T2;Inteligência Artificial;CC+SI;68;0100
71;2;T3;Sistemas Distribuídos;SI;102;0100
72;1;T3;Segurança de Sistemas;SI;102;0100
73;2;T3;Computação Gráfica;CC+EC;68;0100
74;2;T4;Interação Humano-Computador;CC+ES;68;0010
75;2;T4;Introdução à Computação;CC;68;0001
76;2;T5;Introdução à Computação;CC;68;0001
77;2;T2;Banco de Dados;SI+ES;68;0001
78;2;T3;Redes Avançadas;CC+ES;68;0001
79;2;T4;Sistemas Distribuídos;SI;102;0100
80;1;T3;Teoria da Computação;CC+ES;68;0010
81;1;T3;Inteligência Artificial;CC+SI;68;0100
82;2;T4;Segurança de Sistemas;SI;102;0100
83;2;T3;Engenharia de Software;CC+ES;102;1000
84;2;T5;Segurança de Sistemas;SI;102;0100
85;1;T2;Empreendedorismo em TI;CC+EC;68;1000
86;1;T5;Sistemas Distribuídos;SI;102;0100
87;1;T3;Empreendedorismo em TI;CC+EC;68;1000
88;2;T4;Computação Gráfica;CC+EC;68;0100
89;1;T4;Inteligência Artificial;CC+SI;68;0100
90;1;T1;Desenvolvimento Web;CC+EC;68;1000
91;1;T1;Bioinformática;CC+ES;68;0010
92;2;T3;Redes de Computadores;CC+ES;68;0010
93;1;T4;Redes de Computadores;CC+ES;68;0010
94;2;T2;Desenvolvimento Web;CC+EC;68;1000
95;2;T4;Empreendedorismo em TI;CC+EC;68;1000
96;2;T4;Engenharia de Software;CC+ES;102;1000
97;1;T5;Interação Humano-Computador;CC+ES;68;0010
98;1;T2;Bioinformática;CC+ES;68;0010
99;2;T4;Teoria da Computação;CC+ES;68;0010
100;2;T6;Sistemas Distribuídos;SI;102;0100

nome;CHmin1;CHmax1;CHmax2;preferencias;areas
Antonio Silva;150;260;250;15;0001;
1;1;
2;9;
3;4;
4;7;
5;7;
7;10;
8;2;
31;6;
32;3;
49;3;
55;4;
63;9;
75;2;
76;1;
78;9;
Maria Oliveira;90;230;220;29;0100;
12;8;
13;10;
14;6;
15;6;
17;4;
23;4;
25;5;
26;2;
30;5;
37;9;
38;10;
42;1;
44;3;
50;9;
51;9;
53;8;
59;10;
60;9;
66;10;
70;3;
73;4;
79;6;
82;10;
83;4;
85;4;
86;9;
87;4;
95;9;
100;1;
Carlos Ferreira;95;210;200;37;1000;
11;1;
12;7;
14;8;
15;3;
16;9;
21;5;
22;6;
29;6;
33;1;
35;9;
36;9;
37;3;
38;5;
42;9;
43;5;
44;6;
48;7;
51;9;
52;8;
59;10;
60;3;
65;10;
66;10;
71;3;
72;4;
79;1;
81;8;
84;3;
85;9;
89;8;
91;1;
92;1;
93;6;
95;8;
96;3;
97;7;
98;2;
Laura Mendes;155;250;240;18;0010;
29;5;
30;6;
39;1;
40;5;
47;7;
48;2;
51;1;
52;1;
56;10;
62;7;
74;7;
80;9;
83;10;
91;9;
92;3;
94;7;
95;6;
96;8;
André Santos;110;220;210;18;0010;
9;2;
10;5;
16;3;
22;10;
27;6;
28;6;
29;10;
30;4;
39;4;
40;6;
48;4;
61;4;
74;5;
85;7;
91;1;
94;8;
97;1;
99;5;
Ana Rodrigues;105;270;260;28;0100;
11;7;
12;1;
15;10;
17;5;
24;4;
25;7;
29;10;
33;6;
35;7;
37;9;
44;5;
46;9;
47;1;
51;2;
52;1;
60;10;
64;5;
70;2;
71;4;
72;7;
73;4;
79;2;
81;7;
83;3;
86;3;
87;6;
89;4;
96;10;
Pedro Almeida;115;290;280;13;0010;
27;1;
30;2;
47;3;
48;6;
56;6;
60;1;
61;1;
69;4;
80;7;
83;10;
91;6;
93;10;
95;2;
Fernanda Pereira;95;240;230;23;0100;
13;1;
16;4;
17;1;
23;8;
24;10;
25;10;
26;9;
29;4;
36;9;
42;3;
43;1;
44;7;
46;6;
54;9;
66;7;
70;9;
71;10;
72;4;
79;10;
81;2;
87;2;
95;9;
96;10;
Ricardo Gomes;110;310;300;8;0001;
31;1;
32;5;
49;6;
57;10;
63;8;
67;7;
76;3;
77;1;
Carla Lima;90;250;240;32;1000;
9;8;
11;9;
12;1;
14;9;
16;3;
20;7;
25;2;
27;8;
30;5;
33;7;
34;1;
35;6;
38;7;
39;1;
42;2;
47;2;
50;8;
54;3;
60;10;
64;5;
66;2;
70;6;
72;9;
79;10;
82;3;
83;4;
86;10;
87;2;
88;8;
93;8;
96;6;
100;6;
João Silva;150;260;250;8;0001;
2;4;
5;4;
8;6;
45;8;
55;5;
63;7;
68;7;
75;3;
Mariana Oliveira;90;230;220;18;0010;
10;3;
22;8;
25;6;
26;7;
28;2;
36;3;
38;9;
51;8;
52;6;
56;4;
69;9;
74;6;
80;8;
83;4;
91;2;
93;10;
94;2;
95;5;
Carlos Souza;95;210;200;42;1000;
9;7;
10;9;
12;6;
18;7;
19;7;
20;10;
22;8;
24;5;
25;8;
26;4;
27;1;
35;5;
38;8;
40;2;
41;10;
43;7;
46;3;
51;6;
52;5;
54;7;
59;3;
61;8;
62;3;
65;2;
66;4;
69;9;
71;7;
73;2;
79;9;
80;6;
81;2;
82;5;
84;5;
86;7;
88;1;
90;3;
91;8;
92;8;
93;8;
96;8;
99;3;
100;10;
Luiza Mendes;155;250;240;8;0001;
1;2;
2;1;
3;8;
6;5;
32;9;
49;8;
67;4;
68;6;
André Lima;110;220;210;15;0100;
18;4;
20;10;
29;7;
53;8;
59;2;
60;1;
64;5;
65;8;
71;3;
73;4;
81;10;
86;7;
87;7;
88;4;
96;1;
Antonia Silva;150;260;250;7;0001;
3;10;
7;3;
32;3;
49;5;
57;9;
68;4;
77;1;
Mario Oliveira;90;230;220;14;0010;
22;1;
25;5;
27;2;
28;1;
35;1;
37;7;
38;4;
52;5;
60;1;
83;3;
87;1;
92;9;
95;4;
99;10;
Carla Ferreira;95;210;200;19;0100;
14;1;
15;7;
17;10;
18;7;
19;9;
23;2;
24;8;
30;10;
35;8;
50;7;
51;4;
65;8;
66;10;
70;9;
71;3;
83;7;
85;7;
86;9;
88;2;
Lara Mendes;155;250;240;8;0001;
1;2;
2;7;
4;9;
5;3;
7;6;
49;3;
57;1;
75;2;
Andreia Santos;110;220;210;31;0100;
11;10;
13;7;
15;2;
20;8;
23;9;
25;2;
29;10;
30;6;
33;7;
34;6;
35;8;
36;6;
42;6;
43;9;
44;5;
46;2;
54;2;
59;2;
60;6;
65;8;
70;5;
79;8;
81;5;
84;4;
85;3;
86;4;
88;8;
89;4;
90;9;
94;2;
100;6;
